"","Date","CharacterName","CharacterName1","CharacterName2","CharacterName3","Smiley","Rarity","MaxHP","Power","Damage_Range","Type","Target","L1","L2","L3","L4","L5","MAX","PowerName","AP","Color","Use","L1.AP","L2.AP","L3.AP","L4.AP","L5.AP","MAX.AP","Tile_Convert_Active_Color","Tile_Convert_Source","Tile_Convert_Color","Tile_Charged_Color","Match_Proc","CD_Present_Proc","CD_Resolve_Proc","Damage_Taken_Proc","Ability_Use_Proc","Direct_Damage","Possible_Damage","Conditional_Damage","Defensive","Offensive","Team_Damage","Cheap","Moderately_Cheap","Moderately_Expensive","Expensive","Healing","Stun","Shake","Swap","Backfire","Convert_Tile_Color","Improve_Special_Tile","Manipulate_CD","Add_Strike_Tile","Add_Attack_Tile","Add_Protect_Tile","Add_Charged_Tile","Add_Critical_Tile","Add_Trap_Tile","Add_CD_Tile","Add_2_Turn_CD_Tile","Add_Web_Tile","Add_Locked_Tile","Add_Invis_Tile","Add_Special_Tile","Remove_Special_Tile","Steal_Special_Tile","Destroy_AP","Gain_AP","Steal_AP","Manipulate_AP"
"65",,"Deadpool (Uncanny X-Force)","Deadpool","Uncanny X-Force","Deadpool",":deadpool:",4,13934,"Deadpool4_P2a","","damage","target","409","573","736","1063","1718","3406","X-Enforcer",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,"yes",,,"no","","","","","","","","","","","",,"",,"","",,"","","","","",,"",,"","",,"",,,,,,""
"66",,"Deadpool (Uncanny X-Force)","Deadpool","Uncanny X-Force","Deadpool",":deadpool:",4,13934,"Deadpool4_P3a","","cd","tile","4","4","5","5","6","6","Countdown for What",7,"purple","active","0.571428571428571","0.571428571428571","0.714285714285714","0.714285714285714","0.857142857142857","0.857142857142857",,,,,"yes",,,,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"67",,"Deadpool (Uncanny X-Force)","Deadpool","Uncanny X-Force","Deadpool",":deadpool:",4,13934,"Deadpool4_P3b_min","(min)","damage","target","402","442","442","667","764","1512","Countdown for What",7,"purple","active","57.4285714285714","63.1428571428571","63.1428571428571","95.2857142857143","109.142857142857","216",,,,,"yes",,,,,"no","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"68",,"Deadpool (Uncanny X-Force)","Deadpool","Uncanny X-Force","Deadpool",":deadpool:",4,13934,"Deadpool4_P3b_max","(max)","damage","target","1608","1768","2210","3335","4584","9072","Countdown for What",7,"purple","active","229.714285714286","252.571428571429","315.714285714286","476.428571428571","654.857142857143","1296",,,,,"yes",,,,,"no","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"69",,"Mr. Fantastic (Reed Richards)","Mr. Fantastic","Reed Richards","Mr. Fantastic",":mrfantastic:",4,13934,"Fantastic_P1","","protect","tile","34","68","104","120","206","414","Fantastic Elastic",8,"blue","active","4.25","8.5","13","15","25.75","51.75",,,,,,,,,,"no","","","yes","","","","yes","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"70",,"Mr. Fantastic (Reed Richards)","Mr. Fantastic","Reed Richards","Mr. Fantastic",":mrfantastic:",4,13934,"Fantastic_P1","","stun","target","1","1","1","2","3","3","Fantastic Elastic",8,"blue","active","0.125","0.125","0.125","0.25","0.375","0.375",,,,,,,,,,"no","","","yes","","","","yes","","","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"71",,"Mr. Fantastic (Reed Richards)","Mr. Fantastic","Reed Richards","Mr. Fantastic",":mrfantastic:",4,13934,"Fantastic_P2","","heal","self","409","573","736","1063","1718","3406","Master of the Fantastic",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","yes","","","","","","yes","",,"",,"","",,"","","","","",,"","","","",,"",,,,"yes",,"yes"
"72",,"Mr. Fantastic (Reed Richards)","Mr. Fantastic","Reed Richards","Mr. Fantastic",":mrfantastic:",4,13934,"Fantastic_P3","","cd","tile","146","204","263","263","409","812","Imaginaut",9,"black","active","16.2222222222222","22.6666666666667","29.2222222222222","29.2222222222222","45.4444444444444","90.2222222222222",,,,,"yes",,,,,"no","","","","","","","yes","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"73",,"Sam Wilson (Captain America)","Sam Wilson","Captain America","Falcon",":falcon:",4,13934,"SamWilson_P1_min","(min)","protect","tile","10","14","18","26","42","139","Wings of Liberty",9,"yellow","active","1.11111111111111","1.55555555555556","2","2.88888888888889","4.66666666666667","15.4444444444444",,,,,,,,,,"no","","","yes","","","","yes","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"74",,"Sam Wilson (Captain America)","Sam Wilson","Captain America","Falcon",":falcon:",4,13934,"SamWilson_P1_max","(max)","protect","tile","90","126","162","234","378","1251","Wings of Liberty",9,"yellow","active","10","14","18","26","42","139",,,,,,,,,,"no","","","yes","","","","yes","","","","","yes","",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"75",,"Sam Wilson (Captain America)","Sam Wilson","Captain America","Falcon",":falcon:",4,13934,"SamWilson_P2","","improve","tile","22","29","29","41","82","258","Aerial Avenger",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","","","yes","yes","","","","","","","",,"",,"","yes","yes","","","","","",,"","","","",,"",,,,,,""
"76",,"Sam Wilson (Captain America)","Sam Wilson","Captain America","Falcon",":falcon:",4,13934,"SamWilson_P3_min","(min)","damage","target","559","783","1006","1453","2438","7346","Dive Bomb",14,"red","active","39.9285714285714","55.9285714285714","71.8571428571429","103.785714285714","174.142857142857","524.714285714286",,,,,,,,,,"yes","yes","yes","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"77",,"Sam Wilson (Captain America)","Sam Wilson","Captain America","Falcon",":falcon:",4,13934,"SamWilson_P3_max","(max)","damage","target","643","901","1157","1671","2791","8455","Dive Bomb",14,"red","active","45.9285714285714","64.3571428571429","82.6428571428571","119.357142857143","199.357142857143","603.928571428571",,,,,,,,,,"yes","yes","yes","","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"78",2011-06-29,"Ant-Man (Scott Lang)","Ant-Man","Scott Lang","Ant-Man",":antman:",4,14890,"AM_P1","","attack","tile","52","86","165","165","255","513","Pym Particles",9,"purple","active","5.77777777777778","9.55555555555556","18.3333333333333","18.3333333333333","28.3333333333333","57",,,,,,,,,,"no","yes","","","yes","","","yes","","","","",,"",,"","",,"","yes","","","","yes","","","","",,"yes",,,,,,""
"79",2011-06-29,"Ant-Man (Scott Lang)","Ant-Man","Scott Lang","Ant-Man",":antman:",4,14890,"AM_P2","","cd","tile","1","1","1","1","1","1","Small Time Crooks",9,"blue","active","0.111111111111111","0.111111111111111","0.111111111111111","0.111111111111111","0.111111111111111","0.111111111111111",,,,,,"yes",,,,"no","","","yes","yes","","","yes","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,"yes",,,,""
"80",2011-06-29,"Ant-Man (Scott Lang)","Ant-Man","Scott Lang","Ant-Man",":antman:",4,14890,"AM_P2","","steal_special","tile","1","1","1","2","3","3","Small Time Crooks",9,"blue","active","0.111111111111111","0.111111111111111","0.111111111111111","0.222222222222222","0.333333333333333","0.333333333333333",,,,,,"yes",,,,"no","","","yes","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,"yes",,,,""
"81",2011-06-29,"Ant-Man (Scott Lang)","Ant-Man","Scott Lang","Ant-Man",":antman:",4,14890,"AM_P3a","","cd","tile","3","3","3","4","5","5","Ants! Ants! Ants!",7,"yellow","active","0.428571428571429","0.428571428571429","0.428571428571429","0.571428571428571","0.714285714285714","0.714285714285714",,,,,,"yes","yes",,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"82",2011-06-29,"Ant-Man (Scott Lang)","Ant-Man","Scott Lang","Ant-Man",":antman:",4,14890,"AM_P3a","","damage","target","138","207","291","388","665","1305","Ants! Ants! Ants!",7,"yellow","active","19.7142857142857","29.5714285714286","41.5714285714286","55.4285714285714","95","186.428571428571",,,,,,"yes","yes",,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"83",2011-06-29,"Ant-Man (Scott Lang)","Ant-Man","Scott Lang","Ant-Man",":antman:",4,14890,"AM_P3b","","strike","tile","69","84","96","148","230","450","Ants! Ants! Ants!",7,"yellow","active","9.85714285714286","12","13.7142857142857","21.1428571428571","32.8571428571429","64.2857142857143",,,,,,,,,,"no","","","","yes","","yes","","","","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"84",2011-06-29,"Ant-Man (Scott Lang)","Ant-Man","Scott Lang","Ant-Man",":antman:",4,14890,"AM_P2_alt","","damage","target","1233","1726","2219","3206","5179","10261","Grow",9,"blue","active","137","191.777777777778","246.555555555556","356.222222222222","575.444444444444","1140.11111111111",,,,,,"yes",,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"85",2011-06-29,"Ant-Man (Scott Lang)","Ant-Man","Scott Lang","Ant-Man",":antman:",4,14890,"AM_P1_alt","","damage","target","1233","1726","2219","3206","5179","10261","Grow",9,"purple","active","137","191.777777777778","246.555555555556","356.222222222222","575.444444444444","1140.11111111111",,,,,,"yes",,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"86",2011-06-01,"Carnage (Cletus Kasady)","Carnage","Cletus Kasady","Carnage",":carnage:",4,15573,"Carnage_P1a","","damage","target","603","840","1069","1553","2476","4903","Symbiote Scythes",7,"red","active","86.1428571428571","120","152.714285714286","221.857142857143","353.714285714286","700.428571428571",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"87",2011-06-01,"Carnage (Cletus Kasady)","Carnage","Cletus Kasady","Carnage",":carnage:",4,15573,"Carnage_P1b","","damage","allies","320","411","503","731","914","1808","Symbiote Scythes",7,"red","active","45.7142857142857","58.7142857142857","71.8571428571429","104.428571428571","130.571428571429","258.285714285714",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"88",2011-06-01,"Carnage (Cletus Kasady)","Carnage","Cletus Kasady","Carnage",":carnage:",4,15573,"Carnage_P1b","","damage","team","320","411","503","731","914","1808","Symbiote Scythes",7,"red","active","45.7142857142857","58.7142857142857","71.8571428571429","104.428571428571","130.571428571429","258.285714285714",,,,,,,,,,"yes","yes","","","yes","yes","yes","","","","","",,"","yes","","",,"","","","","",,"","","","",,"",,,,,,""
"89",2011-06-01,"Carnage (Cletus Kasady)","Carnage","Cletus Kasady","Carnage",":carnage:",4,15573,"Carnage_P2","","attack","tile","94","100","104","116","140","274","Alien Instincts",0,"black","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"no","yes","","","yes","","","","","","","",,"","yes","","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"90",2011-06-01,"Carnage (Cletus Kasady)","Carnage","Cletus Kasady","Carnage",":carnage:",4,15573,"Carnage_P3_min","(min)","damage","target","228","228","228","283","328","651","Carnage Rules",11,"green","active","20.7272727272727","20.7272727272727","20.7272727272727","25.7272727272727","29.8181818181818","59.1818181818182",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"91",2011-06-01,"Carnage (Cletus Kasady)","Carnage","Cletus Kasady","Carnage",":carnage:",4,15573,"Carnage_P3_max","(max)","damage","target","1368","1824","2280","3396","5248","10416","Carnage Rules",11,"green","active","124.363636363636","165.818181818182","207.272727272727","308.727272727273","477.090909090909","946.909090909091",,,,,,,,,,"yes","yes","yes","","yes","","","","yes","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"92",,"Iron Man (Hulkbuster)","Iron Man","Hulkbuster","Iron Man",":ironman:",4,17810,"IMHB_P1","","damage","target","684","954","1233","1782","2871","5670","Repulsor Punch",9,"red","active","76","106","137","198","319","630",,,,,,,,,,"yes","yes","","","yes","","","yes","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"93",,"Iron Man (Hulkbuster)","Iron Man","Hulkbuster","Iron Man",":ironman:",4,17810,"IMHB_P2","","strike","tile","128","184","184","244","356","708","Overdrive",9,"black","active","14.2222222222222","20.4444444444444","20.4444444444444","27.1111111111111","39.5555555555556","78.6666666666667",,,,,,,,,,"no","","","","yes","","","yes","","","","",,"","yes","","",,"yes","","","","",,"","","","",,"yes",,,,"yes",,"yes"
"94",,"Iron Man (Hulkbuster)","Iron Man","Hulkbuster","Iron Man",":ironman:",4,17810,"IMHB_P3a","","convert","tile","4","4","5","5","7","7","Hulk-Proof",9,"blue","active","0.444444444444444","0.444444444444444","0.555555555555556","0.555555555555556","0.777777777777778","0.777777777777778","blue","green","red",,,,,,,"no","","","","yes","","","yes","","","","","yes","",,"yes","",,"","","","","",,"","","","",,"",,,,,,""
"95",,"Iron Man (Hulkbuster)","Iron Man","Hulkbuster","Iron Man",":ironman:",4,17810,"IMHB_P3b","","protect","tile","18","36","36","54","108","216","Hulk-Proof",9,"blue","active","2","4","4","6","12","24",,,,,,,,,,"no","","","yes","","","","yes","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"96",,"Kingpin (Wilson Fisk)","Kingpin","Wilson Fisk","Kingpin",":kingpin:",4,15618,"KP_P1_min","(min)","damage","target","448","538","627","806","1165","2309","Wilson's Gambit",6,"black","active","74.6666666666667","89.6666666666667","104.5","134.333333333333","194.166666666667","384.833333333333",,,,,,,,,,"yes","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"97",,"Kingpin (Wilson Fisk)","Kingpin","Wilson Fisk","Kingpin",":kingpin:",4,15618,"KP_P1_max","(max)","damage","target","1224","1399","1581","1939","2655","5268","Wilson's Gambit",6,"black","active","204","233.166666666667","263.5","323.166666666667","442.5","878",,,,,,,,,,"yes","yes","yes","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"98",,"Kingpin (Wilson Fisk)","Kingpin","Wilson Fisk","Kingpin",":kingpin:",4,15618,"KP_P2","","AP","NA","NA","NA","NA","NA","NA","NA","The Fisk Defense",8,"purple","active","","","","","","",,,,,,,,,,"no","","","yes","yes","","","yes","","","","",,"",,"","",,"","","","","",,"",,"","",,"",,,"yes","yes",,"yes"
"99",,"Kingpin (Wilson Fisk)","Kingpin","Wilson Fisk","Kingpin",":kingpin:",4,15618,"KP_P3a","","cd","tile","2","3","4","5","6","6","Maggia Pawns",10,"yellow","active","0.2","0.3","0.4","0.5","0.6","0.6",,,,,,,"yes",,,"no","","","","","","","","yes","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"100",,"Kingpin (Wilson Fisk)","Kingpin","Wilson Fisk","Kingpin",":kingpin:",4,15618,"KP_P3a","","damage","target","1462","2193","2193","2193","3746","4534","Maggia Pawns",10,"yellow","active","146.2","219.3","219.3","219.3","374.6","453.4",,,,,,,"yes",,,"no","","","","","","","","yes","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"101",,"Devil Dinosaur (Gigantic Reptile)","Devil Dinosaur","Gigantic Reptile","Devil Dinosaur",":devildino:",4,19180,"DDino_P1","","damage","target","301","421","542","783","1264","2512","Prehistoric Bite",7,"green","active","43","60.1428571428571","77.4285714285714","111.857142857143","180.571428571429","358.857142857143",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"102",,"Devil Dinosaur (Gigantic Reptile)","Devil Dinosaur","Gigantic Reptile","Devil Dinosaur",":devildino:",4,19180,"DDino_P2","","damage","target","301","421","542","783","1264","2512","Prehistoric Chomp",7,"red","active","43","60.1428571428571","77.4285714285714","111.857142857143","180.571428571429","358.857142857143",,,,,,,,,,"yes","yes","","","yes","","yes","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"103",,"Devil Dinosaur (Gigantic Reptile)","Devil Dinosaur","Gigantic Reptile","Devil Dinosaur",":devildino:",4,19180,"DDino_P3","","swap","tile","2","4","6","8","10","10","Prehistoric Arms",3,"purple","active","0.666666666666667","1.33333333333333","2","2.66666666666667","3.33333333333333","3.33333333333333",,,,,,,,,,"no","","","","","","yes","","","","","",,"yes",,"","",,"","","","","",,"","","","",,"",,,,,,""
"104",,"Elektra (Unkillable)","Elektra","Unkillable","Elektra",":elektra:",4,13974,"Elektra_P1","","improve","tile","73","110","146","186","369","735","Double-Double Cross",7,"purple","active","10.4285714285714","15.7142857142857","20.8571428571429","26.5714285714286","52.7142857142857","105",,,,,,,,,,"no","","","yes","yes","","yes","","","","","",,"","yes","","yes",,"","","","","",,"","","","",,"",,"yes",,,,""
"105",,"Elektra (Unkillable)","Elektra","Unkillable","Elektra",":elektra:",4,13974,"Elektra_P2","","damage","target","274","274","310","310","466","925","Shadow Step",10,"black","active","27.4","27.4","31","31","46.6","92.5",,,,,,,,,,"no","","","","yes","","","","yes","","","",,"",,"","",,"","","","","","yes","","","","",,"",,,,,,""
"106",,"Elektra (Unkillable)","Elektra","Unkillable","Elektra",":elektra:",4,13974,"Elektra_P3","","damage","target","150","210","270","390","630","1247","Ballet of Death",8,"red","active","18.75","26.25","33.75","48.75","78.75","155.875",,,,,,,,,,"no","","","","yes","","","yes","","","","",,"",,"","",,"","","","","","yes","","","","",,"",,,,,,""
"107",,"Invisible Woman (Classic)","Invisible Woman","Classic","Invisible Woman",":invisiblewoman:",4,13015,"IW_P1","","protect","tile","0","50","100","184","368","736","Grant Invisibility",9,"yellow","active","0","5.55555555555556","11.1111111111111","20.4444444444444","40.8888888888889","81.7777777777778",,,,,,,,,,"no","","","yes","","","","yes","","","","",,"",,"","",,"","","yes","","",,"","","","","yes","yes",,,,,,""
"108",,"Invisible Woman (Classic)","Invisible Woman","Classic","Invisible Woman",":invisiblewoman:",4,13015,"IW_P2","","lock_tile","tile","2","3","3","4","4","4","Force Bubbles",7,"blue","active","0.285714285714286","0.428571428571429","0.428571428571429","0.571428571428571","0.571428571428571","0.571428571428571",,,,,,,,,,"no","","","yes","","","yes","","","","","",,"",,"","",,"","","","","",,"","","","yes",,"",,,,,,""
"109",,"Invisible Woman (Classic)","Invisible Woman","Classic","Invisible Woman",":invisiblewoman:",4,13015,"IW_P2","","protect","tile","64","86","86","107","127","252","Force Bubbles",7,"blue","active","9.14285714285714","12.2857142857143","12.2857142857143","15.2857142857143","18.1428571428571","36",,,,,,,,,,"no","","","yes","","","yes","","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"110",,"Invisible Woman (Classic)","Invisible Woman","Classic","Invisible Woman",":invisiblewoman:",4,13015,"IW_P3","","damage","target","128","566","1006","1509","3210","6369","Force Field Crush",12,"green","active","10.6666666666667","47.1666666666667","83.8333333333333","125.75","267.5","530.75",,,,,,,,,,"no","","","","","","","","","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"111",,"Nick Fury (Director of S.H.I.E.L.D.)","Nick Fury","Director of S.H.I.E.L.D.","Nick Fury",":nickfury:",4,13015,"NF_P1","","damage","target","0","1370","1370","1370","1370","2720","Avengers Assemble!",12,"yellow","active","0","114.166666666667","114.166666666667","114.166666666667","114.166666666667","226.666666666667",,,,,,,,,,"no","","","","","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"112",,"Nick Fury (Director of S.H.I.E.L.D.)","Nick Fury","Director of S.H.I.E.L.D.","Nick Fury",":nickfury:",4,13015,"NF_P1","","damage","team","0","0","0","0","685","1360","Avengers Assemble!",12,"yellow","active","0","0","0","0","57.0833333333333","113.333333333333",,,,,,,,,,"no","","","","","yes","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"113",,"Nick Fury (Director of S.H.I.E.L.D.)","Nick Fury","Director of S.H.I.E.L.D.","Nick Fury",":nickfury:",4,13015,"NF_P1","","stun","target","0","0","0","3","3","3","Avengers Assemble!",12,"yellow","active","0","0","0","0.25","0.25","0.25",,,,,,,,,,"no","","","yes","","","","","","yes","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"114",,"Nick Fury (Director of S.H.I.E.L.D.)","Nick Fury","Director of S.H.I.E.L.D.","Nick Fury",":nickfury:",4,13015,"NF_P1","","add_crtical","tile","0","0","2","2","2","2","Avengers Assemble!",12,"yellow","active","0","0","0.166666666666667","0.166666666666667","0.166666666666667","0.166666666666667",,,,,,,,,,"no","","","","","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"115",,"Nick Fury (Director of S.H.I.E.L.D.)","Nick Fury","Director of S.H.I.E.L.D.","Nick Fury",":nickfury:",4,13015,"NF_P1","","protect","tile","164","164","164","164","164","326","Avengers Assemble!",12,"yellow","active","13.6666666666667","13.6666666666667","13.6666666666667","13.6666666666667","13.6666666666667","27.1666666666667",,,,,,,,,,"no","","","yes","","","","","","yes","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"116",,"Nick Fury (Director of S.H.I.E.L.D.)","Nick Fury","Director of S.H.I.E.L.D.","Nick Fury",":nickfury:",4,13015,"NF_P2","","damage","target","696","1044","1392","1740","2436","10535","Demolition",10,"blue","active","69.6","104.4","139.2","174","243.6","1053.5",,,,,,,,,,"no","","","","","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"117",,"Nick Fury (Director of S.H.I.E.L.D.)","Nick Fury","Director of S.H.I.E.L.D.","Nick Fury",":nickfury:",4,13015,"NF_P3","","damage","target","210","210","882","882","882","3238","Escape Plan",12,"purple","active","17.5","17.5","73.5","73.5","73.5","269.833333333333",,,,,,,,,,"yes","yes","","yes","yes","","","","","yes","","",,"",,"","",,"","","","","",,"","","","",,"",,,"yes","yes","yes","yes"
"118",,"Professor X (Charles Xavier)","Professor X","Charles Xavier","Professor X",":professorx:",4,9590,"PX_P1","","damage","target","941","1317","1430","2070","2221","4408","Master Plan",0,"blue","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,,"yes","yes","","","yes","","","","","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,"yes",,"yes"
"119",,"Professor X (Charles Xavier)","Professor X","Charles Xavier","Professor X",":professorx:",4,9590,"PX_P3","","strike","tile","0","0","0","0","41","82","Psychic Convergence",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,"yes","no","","","","yes","","","","","","","",,"",,"","",,"yes","","","","",,"","","","",,"yes",,,,,,""
"120",,"Professor X (Charles Xavier)","Professor X","Charles Xavier","Professor X",":professorx:",4,9590,"PX_P3","","protect","tile","21","29","37","37","37","75","Psychic Convergence",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,"yes","no","","","yes","","","","","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"121",,"Professor X (Charles Xavier)","Professor X","Charles Xavier","Professor X",":professorx:",4,9590,"PX_P3","","attack","tile","0","0","0","27","27","54","Psychic Convergence",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,,"yes","no","yes","","","yes","","","","","","","",,"",,"","",,"","yes","","","",,"","","","",,"yes",,,,,,""
"122",,"Professor X (Charles Xavier)","Professor X","Charles Xavier","Professor X",":professorx:",4,9590,"PX_P2","","improve","tile","0","58","118","240","484","952","Blind Spot",7,"purple","active","0","8.28571428571429","16.8571428571429","34.2857142857143","69.1428571428571","136",,,,,"yes","yes",,,,"no","","","yes","yes","","yes","","","","","",,"",,"","yes",,"","","","","",,"","","","","yes","",,,,,,""
"123",,"Star-Lord (Legendary Outlaw)","Star-Lord","Legendary Outlaw","Star-Lord",":starlord:",4,13974,"SL_P1a","","cd","tile","1","1","1","1","1","1","Sleight of Hand",10,"purple","active","0.1","0.1","0.1","0.1","0.1","0.1",,,,,,,"yes",,,"no","","","","","","","","yes","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"124",,"Star-Lord (Legendary Outlaw)","Star-Lord","Legendary Outlaw","Star-Lord",":starlord:",4,13974,"SL_P1a","","damage","target","785","1350","1915","2049","3235","6424","Sleight of Hand",10,"purple","active","78.5","135","191.5","204.9","323.5","642.4",,,,,,,"yes",,,"no","","","","","","","","yes","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"125",,"Star-Lord (Legendary Outlaw)","Star-Lord","Legendary Outlaw","Star-Lord",":starlord:",4,13974,"SL_P2","","cd","tile","1","1","1","1","1","1","Everyone With Me",7,"yellow","active","0.142857142857143","0.142857142857143","0.142857142857143","0.142857142857143","0.142857142857143","0.142857142857143",,,,,,"yes",,,,"no","","","","","","yes","","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"126",,"Star-Lord (Legendary Outlaw)","Star-Lord","Legendary Outlaw","Star-Lord",":starlord:",4,13974,"SL_P3a","","cd","tile","1","1","1","1","1","1","Oldest Trick in the Book",8,"red","active","0.125","0.125","0.125","0.125","0.125","0.125",,,,,,"yes",,,,"no","","","","","","","yes","","","","",,"",,"","",,"","","","","",,"yes","yes","","",,"",,,,,,""
"127",,"Star-Lord (Legendary Outlaw)","Star-Lord","Legendary Outlaw","Star-Lord",":starlord:",4,13974,"SL_P3a","","damage","target","612","802","802","1897","3525","6998","Oldest Trick in the Book",8,"red","active","76.5","100.25","100.25","237.125","440.625","874.75",,,,,,"yes","yes",,,"no","","","","","","","yes","","","","",,"",,"","",,"","","","","",,"","yes","","",,"",,,,,,""
"128",,"The Thing (Classic)","The Thing","Classic","The Thing",":thing:",4,17759,"Thing_P1","","damage","target","347","667","986","1178","2465","4888","It's Clobberin' Time!",10,"red","active","34.7","66.7","98.6","117.8","246.5","488.8",,,,,,,,,,"yes","yes","","","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"129",,"The Thing (Classic)","The Thing","Classic","The Thing",":thing:",4,17759,"Thing_P1","","stun","target","1","1","1","2","2","2","It's Clobberin' Time!",10,"red","active","0.1","0.1","0.1","0.2","0.2","0.2",,,,,,,,,,"","","","yes","","","","","yes","","","yes",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
"130",,"The Thing (Classic)","The Thing","Classic","The Thing",":thing:",4,17759,"Thing_P2","","protect","tile","274","402","438","584","915","1805","Rock Solid",0,"yellow","passive","Inf","Inf","Inf","Inf","Inf","Inf",,,,,,,,"yes",,"no","","","yes","","","","","","","","",,"",,"","",,"","","yes","","",,"","","","",,"yes",,,,,,""
"131",,"The Thing (Classic)","The Thing","Classic","The Thing",":thing:",4,17759,"Thing_P3","","damage","target","722","1069","1069","1654","3080","6100","Yancy Street Special",12,"green","active","60.1666666666667","89.0833333333333","89.0833333333333","137.833333333333","256.666666666667","508.333333333333",,,,,,,,,,"yes","yes","","","yes","","","","","yes","","","yes","",,"","",,"","","","","",,"","","","",,"",,,,,,""
"132",,"Thor (Goddess of Thunder)","Thor","Goddess of Thunder","Thor",":thor:",4,17262,"TGoT_P1_min","(min)","damage","target","630","886","1023","1324","2027","4025","Smite",10,"red","active","63","88.6","102.3","132.4","202.7","402.5",,,,"any",,,,,,"yes","yes","yes","","yes","","","","yes","","","",,"",,"","",,"","","","","",,"","","","",,"",,,,,,""
